id	R0_count	R3_count	R0_fpkm	R3_fpkm	log2FC	Pvalue	FDR	significant
OS08T0505300-00	79	49	38.47	27.68	-0.474889887	0.033343066	0.072460466	no
OS08T0505900-01	474	443	12.06	12.18	0.014284226	0.974227934	1	no
OS08T0506000-01	27	34	0.58	0.79	0.445799753	0.306415853	0.454071033	no
OS08T0506100-01	8	12	0.07	0.11	0.652076697	0.503660778	0.656700216	no
OS08T0506350-01	9	14	0.11	0.19	0.788495895	0.405145484	0.566204961	no
OS08T0506400-01	196	308	2.87	4.85	0.75693401	1.24E-08	7.40E-08	no
OS08T0506500-00	2	8	0.14	0.61	2.123382416	0.109462886	0.199198681	no
OS08T0506700-01	5875	3370	109.95	68.03	-0.69260461	8.17E-81	4.09E-79	no
OS08T0506850-00	12	6	1.34	0.74	-0.856635825	0.238096895	0.375477032	no
OS08T0507000-00	2	0	0.11	0.001	-6.781359714	0.500024999	0.653216704	no
OS08T0507100-00	34	82	0.81	2.11	1.381249186	1.58E-06	7.63E-06	up
OS08T0507200-00	0	4	0.001	0.44	8.781359714	0.125037499	0.219498867	no
OS08T0507701-01	121	93	3.4	2.82	-0.269839584	0.196266494	0.321367242	no
OS08T0507702-01	783	804	17.4	19.29	0.148765837	0.062869391	0.124564808	no
OS08T0508000-01	219	497	5.06	12.41	1.294293825	3.00E-29	5.08E-28	up
OS08T0508100-01	189	172	3.32	3.26	-0.026311277	0.875502591	0.990558501	no
OS08T0508500-00	5	29	0.12	0.77	2.68182404	2.27E-05	9.41E-05	up
OS08T0508600-01	107	128	6.02	7.82	0.377405121	0.069155772	0.134978975	no
OS08T0508700-01	8	8	0.12	0.13	0.115477217	1	1	no
OS08T0508800-01	3538	459	40.55	5.67	-2.838281274	0	0	down
OS08T0509100-01	2660	419	30.06	5.1	-2.559275857	3.2198258139474e-320	1.13120825612731e-317	down
OS08T0509100-02	373	74	17.98	3.87	-2.215987549	1.70E-43	4.26E-42	down
OS08T0509200-01	1068	934	19.84	18.72	-0.083831591	0.193372561	0.317263982	no
OS08T0509200-02	919	799	16.18	15.17	-0.092990522	0.186646461	0.307804416	no
OS08T0509400-01	268	346	5.76	8.02	0.477533425	8.25E-05	0.000313472	no
OS08T0509400-02	0	2	0.001	17.42	14.088457	0.500024999	0.653216704	no
OS08T0509450-00	1	0	0.03	0.001	-4.906890596	1	1	no
OS08T0509500-01	55	50	1.64	1.61	-0.026635127	1	1	no
OS08T0509600-01	12	20	0.29	0.52	0.842458723	0.110468001	0.200681279	no
OS08T0510300-01	0	1	0.001	0.01	3.321928095	1	1	no
OS08T0510400-01	78	81	3.51	3.95	0.170381623	0.527563891	0.680480957	no
OS08T0510500-01	190	188	4.92	5.26	0.096404484	0.575194024	0.729884083	no
OS08T0510500-02	162	171	4.34	4.95	0.189733483	0.277022872	0.419318243	no
OS08T0510700-01	684	469	10.04	7.42	-0.436268177	7.66E-07	3.84E-06	no
OS08T0510700-02	62	49	4.36	3.75	-0.217437539	0.449064624	0.615640133	no
OS08T0510750-00	4	0	0.26	0.001	-8.022367813	0.125037499	0.219498867	no
OS08T0510800-01	126	157	3.59	4.83	0.428039345	0.018059291	0.042427883	no
OS08T0510900-01	0	1	0.001	0.03	4.906890596	1	1	no
OS08T0511000-01	4	18	0.1	0.47	2.232660757	0.00261354	0.007578258	up
OS08T0511200-00	0	4	0.001	0.13	7.022367813	0.125037499	0.219498867	no
OS08T0511400-01	199	132	11.36	8.19	-0.472027478	0.003086884	0.008835183	no
OS08T0511500-01	81	59	2.24	1.76	-0.347923303	0.17602735	0.294033993	no
OS08T0511700-00	206	137	4.66	3.35	-0.476168859	0.003129462	0.008938707	no
OS08T0511800-01	85	97	5.36	6.66	0.313289177	0.209565268	0.339992011	no
OS08T0511900-01	244	279	5.63	6.95	0.303878056	0.022184702	0.050791573	no
OS08T0512100-00	3	4	0.14	0.2	0.514573173	1	1	no
OS08T0512300-01	266	211	7.88	6.75	-0.223308128	0.093616556	0.174533791	no
OS08T0512400-01	476	430	12.49	12.19	-0.035075351	0.696440144	0.837193248	no
OS08T0512400-02	549	472	15.5	14.4	-0.106199404	0.233580617	0.369788548	no
OS08T0512500-01	2040	1871	86.97	86.46	-0.008484998	0.689527434	0.830942043	no
OS08T0512600-01	71	117	2.45	4.36	0.831546386	0.000152103	0.000554122	no
OS08T0512700-01	513	144	9.27	2.81	-1.721999208	1.41E-42	3.45E-41	down
OS08T0512900-01	177	95	10.27	5.99	-0.777808274	1.59E-05	6.69E-05	no
OS08T0513000-01	211	59	6.18	1.87	-1.724568568	7.96E-19	9.17E-18	down
OS08T0513051-00	2	0	0.06	0.001	-5.906890596	0.500024999	0.653216704	no
OS08T0513100-01	8	18	1.03	2.54	1.30218416	0.052396163	0.107301279	no
OS08T0513300-01	335	279	8.83	7.95	-0.151458577	0.202940469	0.330776436	no
OS08T0513300-02	314	290	8.47	8.46	-0.001704306	0.968027183	1	no
OS08T0513700-01	1798	1140	29.58	20.22	-0.548839055	6.98E-22	9.21E-21	no
OS08T0514000-00	142	40	6.31	1.93	-1.709039158	4.83E-13	4.07E-12	down
OS08T0514033-00	0	9	0.001	0.5	8.965784285	0.003913285	0.010912057	up
OS08T0514066-00	22	2	3.82	0.39	-3.292026609	6.66E-05	0.000257345	down
OS08T0514100-01	48	23	0.75	0.39	-0.943416472	0.008670984	0.022201259	no
OS08T0514300-00	1	0	0.03	0.001	-4.906890596	1	1	no
OS08T0514600-00	5	1	0.24	0.05	-2.263034406	0.218820305	0.35048049	no
OS08T0515700-01	1285	526	22.4	9.89	-1.179456306	7.79E-57	2.58E-55	down
OS08T0515800-01	564	605	18.11	21.01	0.214289616	0.019701574	0.045818669	no
OS08T0515900-01	4	8	0.13	0.28	1.106915204	0.387840285	0.546701842	no
OS08T0516000-01	613	512	7.51	6.76	-0.151789661	0.08142171	0.154723758	no
OS08T0516200-00	3	0	0.17	0.001	-7.409390936	0.250037498	0.384983395	no
OS08T0516550-00	0	3	0.001	0.22	7.781359714	0.250037498	0.384983395	no
OS08T0516600-01	1063	1043	56.42	60.13	0.091878293	0.256185607	0.39314784	no
OS08T0516900-01	2544	1840	93.86	73.49	-0.352962509	6.09E-14	5.41E-13	no
OS08T0517100-01	0	7	0.001	0.69	9.430452552	0.01564141	0.037361826	up
OS08T0517200-01	346	184	2.36	1.35	-0.805827452	8.07E-10	5.40E-09	no
OS08T0517200-02	156	85	2.38	1.4	-0.765534746	8.34E-05	0.000316521	no
OS08T0517200-03	126	63	4.04	2.19	-0.883424423	5.81E-05	0.000226756	no
OS08T0517300-01	733	527	12.12	9.4	-0.366657037	1.31E-05	5.62E-05	no
OS08T0517300-02	615	461	7.87	6.36	-0.30733687	0.00068999	0.002245475	no
OS08T0517500-01	458	599	13.94	19.71	0.499697215	9.12E-08	5.03E-07	no
OS08T0517600-01	90	83	4.2	4.2	0	1	1	no
OS08T0517600-02	57	87	2.36	3.9	0.724687264	0.00472903	0.012941733	no
OS08T0517700-01	58	12	1.76	0.39	-2.1740294	1.76E-07	9.46E-07	down
OS08T0517700-02	53	11	1.77	0.4	-2.145677455	7.74E-07	3.88E-06	down
OS08T0517800-00	0	1	0.001	0.05	5.64385619	1	1	no
OS08T0517900-01	185	345	13.17	26.78	1.023900615	1.55E-14	1.43E-13	up
OS08T0518000-01	91	79	5.65	5.34	-0.081411126	0.702684801	0.843012026	no
OS08T0518100-01	1868	1108	20.74	13.25	-0.646423534	9.33E-30	1.60E-28	no
OS08T0518100-02	702	369	17.22	9.77	-0.817654675	9.76E-19	1.12E-17	no
OS08T0518150-00	1	0	0.03	0.001	-4.906890596	1	1	no
OS08T0518200-01	127	114	1.94	1.88	-0.045323991	0.797920853	0.925340802	no
OS08T0518600-01	17	10	0.44	0.28	-0.652076697	0.327255981	0.480034142	no
OS08T0518800-01	15	15	1.24	1.36	0.133266531	0.855643781	0.973827872	no
OS08T0518900-01	24	20	0.72	0.65	-0.147557188	0.880527172	0.994724735	no
OS08T0519000-00	0	1	0.001	0.13	7.022367813	1	1	no
OS08T0519100-01	1	0	0.03	0.001	-4.906890596	1	1	no
OS08T0519100-02	1	0	0.02	0.001	-4.321928095	1	1	no
OS08T0519400-01	480	250	9.59	5.39	-0.831245542	9.24E-14	8.11E-13	no
OS08T0519600-01	25	25	0.51	0.55	0.108934372	0.887864912	1	no
OS08T0519600-02	18	36	0.15	0.31	1.047305715	0.009165577	0.023352895	up
OS08T0519700-01	16	27	0.32	0.59	0.882643049	0.06628351	0.130009536	no
OS08T0519700-02	35	46	0.95	1.36	0.517607233	0.151511263	0.258434427	no
OS08T0519750-00	1	0	0.07	0.001	-6.129283017	1	1	no
OS08T0519800-01	1142	1020	10.61	10.21	-0.05544179	0.376857173	0.535356841	no
OS08T0519800-02	1205	1047	12.01	11.24	-0.095594115	0.128573559	0.224848468	no
OS08T0519900-00	1	0	0.06	0.001	-5.906890596	1	1	no
OS08T0520000-01	150	23	4	0.66	-2.59946207	7.85E-22	1.03E-20	down
OS08T0520100-01	18	30	0.36	0.65	0.852442812	0.05976732	0.120267467	no
OS08T0520100-02	17	22	0.46	0.64	0.476438044	0.337256477	0.492100444	no
OS08T0520200-01	81	53	2.36	1.67	-0.498938757	0.056843819	0.115274735	no
OS08T0520300-01	921	1348	18.91	29.87	0.659547874	4.91E-24	7.02E-23	no
OS08T0520400-01	126	109	1.42	1.33	-0.094464684	0.603980782	0.758177077	no
OS08T0520500-01	57	36	5.42	3.75	-0.531402256	0.07643235	0.146854767	no
OS08T0520550-01	882	596	16.37	11.93	-0.456460279	5.02E-09	3.13E-08	no
OS08T0520600-00	0	8	0.001	0.64	9.321928095	0.007823441	0.020244312	up
OS08T0520700-01	102	27	2.52	0.72	-1.807354922	4.34E-10	2.97E-09	down
OS08T0520700-02	212	95	3.95	1.91	-1.048280015	1.56E-09	1.02E-08	down
OS08T0520700-03	14	9	1.51	1.07	-0.496937753	0.405145484	0.566204961	no
OS08T0520850-00	1	0	0.38	0.001	-8.569855608	1	1	no
OS08T0520900-00	84	72	1.38	1.28	-0.108524457	0.690199554	0.830942043	no
OS08T0521000-01	28	10	0.99	0.38	-1.381429107	0.013941737	0.033812776	down
OS08T0521200-01	16	13	0.23	0.2	-0.201633861	0.850658524	0.969247181	no
OS08T0521400-01	124	129	3.66	4.12	0.170800689	0.381798872	0.541225976	no
OS08T0521400-02	144	163	3.31	4.04	0.287524076	0.100875629	0.186084952	no
OS08T0521400-03	113	156	2.35	3.51	0.578810274	0.001991877	0.00591749	no
OS08T0521600-01	0	4	0.001	0.22	7.781359714	0.125037499	0.219498867	no
OS08T0521800-01	361	460	14.67	20.26	0.465765303	1.18E-05	5.07E-05	no
OS08T0521800-02	294	413	12.9	19.64	0.606423864	9.65E-08	5.31E-07	no
OS08T0522400-01	395	498	11.46	15.62	0.446787409	1.13E-05	4.88E-05	no
OS08T0522500-01	2290	1305	74.98	46.22	-0.697988566	8.89E-41	2.10E-39	no
OS08T0522600-01	909	1037	19.79	24.37	0.300334639	2.00E-05	8.35E-05	no
OS08T0523200-00	6	2	0.28	0.1	-1.485426827	0.28916092	0.433113866	no
OS08T0523400-00	2	0	0.07	0.001	-6.129283017	0.500024999	0.653216704	no
OS08T0523600-01	11	17	1.58	2.7	0.773034849	0.265278668	0.404614805	no
OS08T0524000-01	751	1086	28.37	44.42	0.646843242	3.43E-19	4.02E-18	no
OS08T0524100-01	623	400	5.96	4.12	-0.532667993	1.20E-08	7.18E-08	no
OS08T0524200-01	2625	1132	75.11	35.01	-1.101237936	2.02E-99	1.31E-97	down
OS08T0524400-00	449	710	21.46	36.82	0.778839551	6.27E-18	6.92E-17	no
OS08T0524501-00	1	2	0.21	0.47	1.162271429	1	1	no
OS08T0524800-01	688	1247	14.92	29.19	0.968226675	9.94E-43	2.45E-41	no
OS08T0525000-01	260	176	11.91	8.75	-0.444818491	0.001434417	0.00439603	no
OS08T0525100-00	1	0	0.06	0.001	-5.906890596	1	1	no
OS08T0525500-01	15	16	0.62	0.72	0.215728691	0.720309826	0.859201618	no
OS08T0525500-02	4	10	0.23	0.62	1.430634354	0.17971814	0.2982639	no
OS08T0525600-01	778	3010	14.02	58.51	2.061196869	2.43E-291	7.00E-289	up
OS08T0525700-01	1015	933	10.63	10.52	-0.015006892	0.813258314	0.938241068	no
OS08T0525700-02	414	329	14.67	12.62	-0.217156961	0.03982416	0.084442958	no
OS08T0525800-00	4	2	0.11	0.06	-0.874469118	0.687546866	0.829234845	no
OS08T0525900-01	64	31	1.12	0.58	-0.949373927	0.002647327	0.007666853	no
OS08T0525900-02	13	19	0.22	0.35	0.669851398	0.215694939	0.347540265	no
OS08T0526100-01	1195	617	23.37	13.02	-0.843928286	2.51E-31	4.55E-30	no
OS08T0526150-00	16	6	0.44	0.18	-1.289506617	0.052606898	0.107523919	no
OS08T0526200-01	13	15	0.27	0.33	0.289506617	0.711273147	0.850711741	no
OS08T0526200-02	33	27	0.7	0.62	-0.175086707	0.699314333	0.839839453	no
OS08T0526300-01	489	713	4.51	7.08	0.650621927	8.19E-14	7.22E-13	no
OS08T0526300-02	462	814	12.93	24.62	0.929108487	3.08E-27	4.91E-26	no
OS08T0526300-03	466	828	13.81	26.53	0.941911356	1.98E-28	3.28E-27	no
OS08T0526350-00	1	0	0.1	0.001	-6.64385619	1	1	no
OS08T0526400-01	545	232	17.67	8.14	-1.11820134	3.02E-24	4.36E-23	down
OS08T0526500-01	65	85	2.5	3.53	0.497740089	0.041624512	0.087672483	no
OS08T0526700-00	22	50	0.78	1.92	1.299560282	0.000380375	0.001298741	up
OS08T0527100-01	40	35	0.43	0.41	-0.06871275	0.817890451	0.941615316	no
OS08T0527300-01	16	5	0.12	0.04	-1.584962501	0.026681361	0.059751181	no
OS08T0527400-01	24	9	0.28	0.11	-1.347923303	0.02015933	0.046741145	down
OS08T0527600-01	21	103	0.21	1.13	2.42786154	2.94E-15	2.84E-14	up
OS08T0527700-00	32	39	1.17	1.54	0.396421821	0.3433284	0.4995422	no
OS08T0527733-00	3	1	0.92	0.35	-1.394278939	0.625037495	0.773845008	no
OS08T0527900-00	0	7	0.001	0.13	7.022367813	0.01564141	0.037361826	up
OS08T0528000-00	2	0	0.03	0.001	-4.906890596	0.500024999	0.653216704	no
OS08T0528100-00	8	7	0.11	0.1	-0.137503524	1	1	no
OS08T0528200-01	13	16	0.85	1.13	0.410788026	0.584948842	0.73866553	no
OS08T0528500-01	36	5	1.45	0.22	-2.720477471	1.41E-06	6.85E-06	down
OS08T0528601-00	14	6	1.96	0.93	-1.075551033	0.115499401	0.208519703	no
OS08T0528700-01	34	45	0.5	0.71	0.50589093	0.146440101	0.250912452	no
OS08T0528800-01	53	67	0.99	1.35	0.447458977	0.121438864	0.21772601	no
OS08T0528900-01	792	848	20.17	23.33	0.209975223	0.006801929	0.017937858	no
OS08T0529000-01	7	16	0.17	0.42	1.304854582	0.093326679	0.17409601	no
OS08T0529100-01	39	64	1.61	2.86	0.828954459	0.005657045	0.015221427	no
OS08T0529200-00	1	5	0.03	0.17	2.502500341	0.218820305	0.35048049	no
OS08T0529300-00	5	3	0.19	0.13	-0.547487795	0.726617172	0.863273111	no
OS08T0529350-01	1	2	0.03	0.06	1	1	1	no
OS08T0529400-00	3	0	0.11	0.001	-6.781359714	0.250037498	0.384983395	no
OS08T0529501-01	1	0	0.02	0.001	-4.321928095	1	1	no
OS08T0529800-01	142	65	3.58	1.77	-1.016210227	1.38E-06	6.69E-06	down
OS08T0530000-01	1445	1126	29.91	25.15	-0.25006951	2.65E-05	0.00010852	no
OS08T0530066-00	16	31	1.83	3.9	1.091630475	0.018760753	0.043912735	up
OS08T0530100-01	12	10	0.79	0.72	-0.133855747	0.831904334	0.953674877	no
OS08T0530200-01	1211	959	69.38	59.73	-0.216064119	0.000404669	0.001372603	no
OS08T0530200-02	1099	905	73.51	65.93	-0.15700544	0.009867918	0.024924139	no
OS08T0530300-01	802	500	13.24	8.9	-0.573025881	5.67E-12	4.45E-11	no
OS08T0530400-01	1078	1375	27.74	38.21	0.46198247	1.91E-13	1.65E-12	no
OS08T0530400-02	191	278	12.21	19.34	0.663524594	2.42E-06	1.14E-05	no
OS08T0530500-01	40	34	2.04	1.88	-0.11783649	0.728031836	0.864499072	no
OS08T0530600-01	35	37	0.57	0.64	0.167109986	0.724425575	0.863273111	no
OS08T0530801-00	1	2	0.02	0.04	1	1	1	no
OS08T0531000-01	443	370	7.45	6.71	-0.150927659	0.139015014	0.240510071	no
OS08T0531000-02	176	96	5.33	3.14	-0.763370974	2.75E-05	0.000112312	no
OS08T0531100-01	656	358	11.25	6.62	-0.765021879	7.11E-16	7.09E-15	no
OS08T0531200-01	130	137	1.49	1.69	0.181710916	0.330705175	0.484494216	no
OS08T0531300-01	63	121	2.36	4.91	1.056936165	2.24E-06	1.06E-05	up
OS08T0531300-02	5	3	0.12	0.08	-0.584962501	0.726617172	0.863273111	no
OS08T0531600-01	7	11	0.16	0.28	0.807354922	0.480882571	0.647212811	no
OS08T0531900-01	0	2	0.001	0.08	6.321928095	0.500024999	0.653216704	no
OS08T0532200-01	3219	3355	73.17	82.32	0.169990723	6.98E-05	0.000268441	no
OS08T0532200-02	30	31	1.58	1.78	0.171952683	0.798454726	0.925484719	no
OS08T0532200-03	2490	2617	62.89	71.39	0.182891366	0.00010859	0.000405569	no
OS08T0532300-01	1015	2178	81.55	191.1	1.228570996	4.16E-105	2.89E-103	up
OS08T0532350-00	2	3	0.28	0.46	0.716207034	1	1	no
OS08T0532400-01	630	457	9.98	7.81	-0.353717267	8.17E-05	0.000310637	no
OS08T0532500-01	109	97	1.87	1.8	-0.055041364	0.835331289	0.956944945	no
OS08T0532500-02	38	71	0.86	1.74	1.016678741	0.000522827	0.001737106	up
OS08T0532600-01	8	7	0.1	0.09	-0.152003093	1	1	no
OS08T0532700-01	18	17	0.55	0.56	0.025995209	1	1	no
OS08T0532800-02	1489	1272	67.94	62.94	-0.11028404	0.037110084	0.079527117	no
OS08T0532800-03	855	807	41.04	42.03	0.034388726	0.813620315	0.938548116	no
OS08T0532900-01	722	716	34.91	37.57	0.105940759	0.251707406	0.387303093	no
OS08T0532900-02	342	288	17.16	15.69	-0.129204201	0.238850505	0.376572836	no
OS08T0533300-01	9	43	0.19	0.96	2.337034987	4.17E-07	2.15E-06	up
OS08T0533600-01	713	448	13.68	9.27	-0.561426986	1.58E-10	1.11E-09	no
OS08T0533600-02	726	422	14.28	8.95	-0.674036392	3.67E-14	3.32E-13	no
OS08T0533700-01	292	318	12.08	14.25	0.238341465	0.060753364	0.121977365	no
OS08T0533900-00	8	3	0.25	0.1	-1.321928095	0.22669138	0.360796828	no
OS08T0534200-01	155	149	3.62	3.76	0.054742965	0.819637487	0.943397635	no
OS08T0534200-02	152	135	3	2.87	-0.063911764	0.725166707	0.863273111	no
OS08T0534300-00	1	3	0.14	0.46	1.716207034	0.625037495	0.773845008	no
OS08T0534350-00	102	92	6.64	6.52	-0.026311277	0.886123315	0.99983211	no
OS08T0534400-01	91	75	6.56	5.9	-0.15298086	0.486761952	0.653216704	no
OS08T0534900-01	243	212	6	5.65	-0.086711633	0.516392004	0.668722358	no
OS08T0534950-00	2	0	0.28	0.001	-8.129283017	0.500024999	0.653216704	no
OS08T0535000-00	119	102	7.74	7.22	-0.100334729	0.592621583	0.746763969	no
OS08T0535050-01	56	87	1.37	2.3	0.747457968	0.003509313	0.009915006	no
OS08T0535050-02	115	84	2.48	1.96	-0.339486466	0.103597407	0.190638683	no
OS08T0535100-01	190	206	2.75	3.21	0.223141679	0.148899399	0.254693797	no
OS08T0535150-00	3	4	0.06	0.09	0.584962501	1	1	no
OS08T0535200-01	192	57	5.07	1.62	-1.645991934	5.10E-16	5.12E-15	down
OS08T0535400-01	1549	1914	33.44	44.6	0.415468863	1.45E-14	1.34E-13	no
OS08T0535501-00	3	1	0.34	0.12	-1.502500341	0.625037495	0.773845008	no
OS08T0535600-01	88	135	14.83	25.29	0.770048439	0.000302832	0.001050774	no
OS08T0535700-00	15	23	0.49	0.82	0.742842161	0.143686421	0.247149606	no
OS08T0535800-01	2400	2765	66.77	83.13	0.316169171	8.34E-12	6.48E-11	no
OS08T0535800-02	2489	2938	65.31	83.27	0.350492916	8.38E-15	7.88E-14	no
OS08T0535900-01	124	108	13.32	12.74	-0.064228805	0.647817656	0.794573008	no
OS08T0536000-01	887	1132	21.06	29.02	0.462542083	1.70E-11	1.29E-10	no
OS08T0536100-01	717	443	7.36	4.9	-0.586924017	2.72E-11	2.04E-10	no
OS08T0536100-02	727	418	9.28	5.75	-0.690562849	1.08E-14	1.01E-13	no
OS08T0536100-03	892	598	10.78	7.78	-0.470515118	1.98E-09	1.28E-08	no
OS08T0536100-04	265	187	6.48	4.94	-0.391482771	0.004403909	0.012150843	no
OS08T0536150-00	1	0	0.02	0.001	-4.321928095	1	1	no
OS08T0536200-00	14	1	1.87	0.15	-3.640003864	0.000980413	0.003096077	down
OS08T0536300-01	3431	3469	69.72	76.06	0.12556537	0.003056111	0.008752461	no
OS08T0536400-01	189	171	22.01	21.91	-0.006569661	0.834296791	0.956001607	no
OS08T0536800-01	209	177	6.58	6.02	-0.128324097	0.391447906	0.551017473	no
OS08T0537001-01	27	75	0.36	1.06	1.557995453	5.28E-07	2.69E-06	up
OS08T0537002-01	0	3	0.001	0.02	4.321928095	0.250037498	0.384983395	no
OS08T0537600-01	266	363	2.91	4.28	0.556591643	3.51E-06	1.62E-05	no
OS08T0537800-01	252	195	11.1	9.31	-0.253706604	0.067656852	0.13246767	no
OS08T0537900-01	105	101	1.42	1.47	0.049925225	0.835331289	0.956944945	no
OS08T0537900-02	124	121	3.87	4.08	0.076235586	0.799560229	0.926449127	no
OS08T0538000-01	1030	1271	15.32	20.37	0.411029683	1.61E-10	1.13E-09	no
OS08T0538000-02	337	399	10.46	13.39	0.356273109	0.001437813	0.004405299	no
OS08T0538100-00	0	4	0.001	0.14	7.129283017	0.125037499	0.219498867	no
OS08T0538200-01	13	35	0.61	1.77	1.536868213	0.000727566	0.002357086	up
OS08T0538300-01	839	720	14.87	13.76	-0.111924177	0.130134451	0.227335059	no
OS08T0538300-02	441	316	9.31	7.2	-0.370784261	0.00051593	0.001716234	no
OS08T0538600-01	2280	1750	51.82	42.94	-0.271186824	2.98E-08	1.73E-07	no
OS08T0538700-01	27	38	0.27	0.41	0.602664502	0.136667902	0.236777539	no
OS08T0538700-02	15	27	0.15	0.3	1	0.043777388	0.091548401	no
OS08T0538800-01	92	127	1.59	2.37	0.575860294	0.004648492	0.012748544	no
OS08T0539100-01	9	15	0.19	0.34	0.839535328	0.307748337	0.455183279	no
OS08T0539200-01	1	6	0.05	0.3	2.584962501	0.125065622	0.219498867	no
OS08T0539300-01	222	233	5.18	5.88	0.182864057	0.228060483	0.362781079	no
OS08T0539400-01	15	11	0.13	0.1	-0.378511623	0.69022378	0.830942043	no
OS08T0539600-01	6	12	0.19	0.42	1.144389909	0.238096895	0.375477032	no
OS08T0539700-01	173	422	1.52	4	1.395928676	3.04E-28	4.97E-27	up
OS08T0539700-02	64	140	2.94	6.97	1.245342501	7.60E-09	4.65E-08	up
OS08T0539700-03	58	145	0.95	2.55	1.424497829	4.16E-11	3.07E-10	up
OS08T0539900-00	0	4	0.001	0.05	5.64385619	0.125037499	0.219498867	no
OS08T0540000-01	258	350	6.97	10.21	0.550752305	6.19E-06	2.76E-05	no
OS08T0540100-01	132	115	3.69	3.48	-0.08453351	0.65743347	0.804142048	no
OS08T0540100-02	125	118	3.51	3.58	0.028488557	1	1	no
OS08T0540300-01	982	809	14.65	13.01	-0.171279703	0.015305602	0.036789891	no
OS08T0540400-01	83	5	1.56	0.1	-3.963474124	8.08E-18	8.87E-17	down
OS08T0540500-01	106	101	3.06	3.15	0.041820176	0.890051028	1	no
OS08T0540900-01	61	13	8.77	2.07	-2.082946075	1.07E-07	5.84E-07	down
OS08T0541300-01	27	11	0.28	0.12	-1.222392421	0.033719017	0.073145775	no
OS08T0541400-01	613	835	23.18	34.19	0.560693856	3.94E-12	3.12E-11	no
OS08T0541400-02	556	792	22.01	33.95	0.625252429	7.55E-14	6.67E-13	no
OS08T0541500-01	1275	599	16.12	8.16	-0.982210687	3.21E-42	7.81E-41	no
OS08T0541600-00	4	10	0.07	0.19	1.440572591	0.17971814	0.2982639	no
OS08T0541900-00	0	1	0.001	0.07	6.129283017	1	1	no
OS08T0541950-00	3	0	0.17	0.001	-7.409390936	0.250037498	0.384983395	no
OS08T0542000-01	259	213	5.66	5.03	-0.170243653	0.202170912	0.329658066	no
OS08T0542100-01	490	496	22.42	24.61	0.13445838	0.202402152	0.330012433	no
OS08T0542200-01	26	15	0.34	0.21	-0.695145418	0.211492	0.34190654	no
OS08T0542300-01	58	70	3.17	4.16	0.392100688	0.186085414	0.306900518	no
OS08T0542600-01	180	223	4.98	6.67	0.421541019	0.004926228	0.013442613	no
OS08T0542700-01	126	137	1.69	1.98	0.228477184	0.220416416	0.352577893	no
OS08T0542800-01	1	0	0.02	0.001	-4.321928095	1	1	no
OS08T0542900-01	343	314	8.23	8.14	-0.015863636	0.877978124	0.992625312	no
OS08T0543050-00	0	5	0.001	0.05	5.64385619	0.062531251	0.123993256	no
OS08T0543051-01	17	40	0.16	0.4	1.321928095	0.001283427	0.003968167	up
OS08T0543100-00	108	119	1.08	1.28	0.245112498	0.234770117	0.371485683	no
OS08T0543275-00	1	0	0.02	0.001	-4.321928095	1	1	no
OS08T0543400-01	244	180	5.47	4.35	-0.330525432	0.02079923	0.048067373	no
OS08T0543400-02	198	155	4.26	3.6	-0.242856524	0.125328512	0.219895162	no
OS08T0543400-03	90	68	3.03	2.47	-0.294806752	0.234475554	0.371069104	no
OS08T0543500-01	56	28	0.51	0.28	-0.86507042	0.008166756	0.021033248	no
OS08T0543600-01	2049	1461	23.33	17.92	-0.38061567	5.13E-13	4.32E-12	no
OS08T0543600-02	704	490	14.62	10.98	-0.413065257	1.40E-06	6.81E-06	no
OS08T0543900-00	477	419	9.87	9.35	-0.07808372	0.432552268	0.596532334	no
OS08T0544250-00	7	0	0.29	0.001	-8.17990909	0.01564141	0.037361826	down
OS08T0544400-01	13	54	0.31	1.4	2.175086707	6.51E-08	3.64E-07	up
OS08T0544500-01	1027	1363	8.01	11.44	0.514212904	2.69E-16	2.74E-15	no
OS08T0544500-02	184	305	4.22	7.56	0.841143236	5.85E-10	3.96E-09	no
OS08T0544600-01	24	20	2.39	2.19	-0.126079748	0.880527172	0.994724735	no
OS08T0544700-01	1	2	0.09	0.19	1.078002512	1	1	no
OS08T0544800-01	2830	1472	69.16	38.85	-0.83202327	3.22E-65	1.24E-63	no
OS08T0544900-01	1353	1100	26.35	23.11	-0.189285702	0.00175838	0.005295461	no
OS08T0545000-01	2521	1528	36.88	24.09	-0.614404262	7.81E-35	1.57E-33	no
